id	tweet	subtask_a	subtask_b	subtask_c
31793	@USER She don’t even wear the shit I buy her now. Move away from me.	OFF	TIN	IND
98370	"@USER @USER Chequers delivers Brexit (changes the relationship with the EU). It does not deliver leave the European Union"" (referendum question.) I think we should stop using the word Brexit to mean leave, and actually say ""leave the EU"". ""Brexit"" meaning willfully mutated by remainers."""	NOT	NULL	NULL
53867	@USER @USER Has the FBI interviewed Kaine about his son's ties to Antifa?	NOT	NULL	NULL
14456	EVERYONE HAS TO VOTE RED SO WE DON'T LOSE THE HOUSE IN THE MIDTERMS 🇺🇸 IF WE LOSE THE HOUSE IT'S ALL OVER!!!! THE MAGA MOVEMENT WILL BE FINISHED!!!! MAKE SURE EVERYONE YOU KNOW IS REGISTERED TO VOTE RED!!!! GET OUT AND VOTE RED!!!! MAGA!!!! KAG!!!!   #WALKAWAYFROMDEMOCRATS URL	NOT	NULL	NULL
81372	@USER Would that make him the equivalent of the Antifa March that started the violence there in the first place?	OFF	TIN	IND
50338	@USER Legally you need to take 15 min break every 2 hours and a lunch after 4 if you stream for more than 5 hours lol if you stream for more than 10 hours you are required to take a second lunch before the 10th hour	NOT	NULL	NULL
55896	@USER @USER Tell us Blue. While NPR knows this kid with zero experience was railroaded by that shit Mueller with the help of an actual CIA spy Halper.	OFF	TIN	IND
92582	@USER @USER Beware of rightist false flags like the narrative of the OK sign being a white nationalist dog whistle. It's not. #TheResistance  #Resist #BashTheFash #Antifa #SmashFascism URL	OFF	TIN	OTH
61381	@USER @USER You go Mike and by the way Sarah she is the best lair . URL	OFF	TIN	IND
94644	@USER She doesn't want to go to jail for lying to a Senate Committee. She has had no crime committed on her &amp; is a leftest activist trying to stall his confirmation. A nutty Professor that I believe is a closet ANTIFA member pd by Soros.	OFF	TIN	IND
16467	@USER @USER @USER @USER What’s your point here? I’m a TX voter and I wholeheartedly support gun control. There were 0 school shootings in my childhood. I think it’s because civilians couldn’t easily get their hands on military grade weapons. Our laws need to change	NOT	NULL	NULL
19487	@USER Thanks to all the bleeding heart liberals who would rather pay for illegal immigrants then people who are battling cancer.	NOT	NULL	NULL
70372	@USER @USER He was a drunk driver that wrecked and injured a person then fled the scene of the crime! Hit and run.. should fit right in with leftists socialists antifa democrats!	OFF	TIN	OTH
52147	@USER Bullshit.	NOT	NULL	NULL
59510	@USER @USER @USER @USER @USER Sorry and yes you are very wrong as most people who don’t read the science behind the generation and subsidies are. My page is a good place to start but reading 10-20 books on the subject will get you some excellent schooling. Very complex.	NOT	NULL	NULL
57823	"@USER Evidently they don't care that their study"" is flawed from the start. They just parrot the misleading info from Everytown &amp; all the other leftist gun control addicts/sites."""	OFF	TIN	IND
80511	@USER @USER @USER @USER “Spotty gun control” and “no internal borders”is my point. Every gun sale in Cali has to go through a FFL. It’s illegal to buy them out of state. It’s illegal for gang members in Chicago to get guns out of state. As far as a nationwide ban how’s that drug war working out for you?	NOT	NULL	NULL
29563	@USER WHAT THE FUCK YOURE SO GORGEOUS IM ACTUALLY SOBBING	OFF	TIN	IND
85171	@USER @USER Love you Norm!	NOT	NULL	NULL
11801	#qanda look at who Twitter and Facebook are  currently banning - all conservatives.	NOT	NULL	NULL
88979	@USER And Democrats actually commit acts of violence a la antifa	NOT	NULL	NULL
28100	.@USER was first Trustee to join @USER @USER to lead the charge since 2015 to divest from fossil fuels.  She is a true accomplished progressive who actually gets results.   Vote Letitia James for NY AG tomorrow  Democratic primary  Sept 13th  URL	NOT	NULL	NULL
36697	@USER One could say that she is the one coward. She could probably end this charade but continues to sabotage our country with her silence. Plus she’s a sad over facelifted former soft porn model.	OFF	TIN	IND
71001	@USER @USER @USER He is our president and im@USER of him	NOT	NULL	NULL
24935	@USER He’s a DA. Someone educate him he’s in the South now	NOT	NULL	NULL
44648	@USER @USER @USER @USER @USER @USER @USER Whatever the rights and wrongs she HAS talked about it and written about it publicly so if she hadn’t sought or received help what are the people around her doing allowing her on such programmes as CBB &amp; LW? I think SHE has the final say and likes the large sums she is offered!	NOT	NULL	NULL
91719	@USER If the tournament of shit ain’t on here... URL	OFF	UNT	NULL
23667	@USER There must be a cash prize or something for whoever comes up with the first “conservatives pounce” take.	OFF	TIN	IND
21228	*buying more Levi’s  URL	NOT	NULL	NULL
24613	@USER @USER @USER @USER @USER @USER Her links to Planned Parenthood which is the reason why liberals don't want a conservative judge.	NOT	NULL	NULL
49257	@USER @USER @USER @USER @USER @USER @USER @USER He is a sexual being 😋	NOT	NULL	NULL
31757	.⁦@USER is pledging more than $1 million to support nonprofits and youth activists working to end gun violence. They’re also partnering with Michael Bloomberg to help create a coalition of business leaders who support gun control measures.  URL	OFF	TIN	IND
26277	@USER @USER He is crap tho	OFF	TIN	IND
75502	@USER Disgusting Liberals have no shame!!!	OFF	TIN	GRP
69238	@USER @USER @USER The holy spirit is given when you are saved	NOT	NULL	NULL
97387	.@USER  joined the show to talk about how she is leading the fight against breast cancer at @USER @USER Listen to the full interview: URL	NOT	NULL	NULL
75400	@USER @USER @USER Simon said he hope Garth writes Ketterer a song - knowing his guy needs outside help 2 get the votes - BTW I don't think Garth is going 2 do that  I saw him in a video say as much.  Kettterer &amp; other acts r battling for 2nd Courtney is an unstoppable force - She is a Hurricane!	NOT	NULL	NULL
74119	@USER @USER @USER She is still on there for now.	NOT	NULL	NULL
92945	@USER Im only there for the meltdown URL	NOT	NULL	NULL
22202	@USER @USER Is he crazy? Where is SS detail.. How are they making sure some crazy liberal with a gun doesn't show up?	OFF	TIN	IND
12477	YES! @USER Where We Go One We Go All 💪🏻 💪🏻💪🏻 #WWG1WGA #TheGreatAwakening #MAGA #GodBlessAmerica #GodBlessHumanity	NOT	NULL	NULL
17948	@USER And let's not forget that the democrats were the ones who wanted to keep slavery alive	NOT	NULL	NULL
68621	".@USER Maybe Kavanaugh should withdraw, spare country tinderbox"" hearing #TTT URL What are you afraid of @USER ?  He is going to be on the court and the GOP is going to expand their majorities.  You are pissing on a red ant hill"""	OFF	TIN	IND
96871	@USER Yeah sucks honestly but I plan on coming back on variety rather than fortnite and if the opportunities are nice to start esport on another game but I can approve that fortnite esport is over for me.	OFF	TIN	IND
67045	@USER rose.. you are so good... id kill for you without hesitation i love you	NOT	NULL	NULL
53421	@USER @USER @USER me too..he is a genius	NOT	NULL	NULL
57433	@USER Well that's because Roy Moore was no longer an issue for the Dems or the so called Women's Rights Liberals.	NOT	NULL	NULL
30411	@USER A black  hobag	OFF	TIN	GRP
55451	@USER He is so takendted what the heck	OFF	UNT	NULL
79939	@USER @USER @USER @USER @USER I’m gunna fucking die oh my god	OFF	TIN	IND
17388	*She is at home making a quick meal for herself in the off chance that @USER and @USER have already eaten*	NOT	NULL	NULL
86586	@USER You're welcome and I do mean it. You are super cute	NOT	NULL	NULL
87045	@USER @USER Twitter will be banning a lot more conservatives or anyone that speaks out about the Dems or Liberals. Closer to the elections	OFF	TIN	GRP
33856	@USER Don't dignify her stupidity by posting her comments!!!	OFF	UNT	NULL
94241	@USER He is an evil godless man.	OFF	TIN	IND
48939	@USER @USER @USER @USER @USER Except the 'consumers' (people) don't want the NHS privatised; they want it in public hands because it's an essential public service and not a capitalist market.  Do you think everyone in this country is stupid?	OFF	TIN	GRP
53458	@USER This shit gon keep me in the crib lol fuck it	OFF	TIN	IND
17271	@USER @USER So do you think she is a Christian?	NOT	NULL	NULL
89197	.@USER is no champion for women. URL	NOT	NULL	NULL
96697	@USER @USER @USER That’s a people Chicago hell gun control works in their town	OFF	TIN	OTH
47962	@USER Good she is a Crook too💩😑	OFF	TIN	IND
11485	@USER Good luck @USER ... not	NOT	NULL	NULL
92731	@USER Liberals are kind bad slow at this or they just stalling.	NOT	NULL	NULL
35505	Actually antifa makes u want to kick them right in the teeth URL	OFF	UNT	NULL
51325	"#dtmag URL Gabby Giffords’ Gun Control Group Targeting Pro-2A Districts With Statue Of Child Cowering Under School Desk"""""	NOT	NULL	NULL
99194	@USER @USER Liberals makes America  Sicker	OFF	UNT	NULL
45788	@USER Well that's why BB wins Super it's and you are an overhyped media mouth piece imbecild	OFF	TIN	IND
62302	@USER Desirable? Give me a woman over 30 anytime over a girl in her 20s anyday. To much to teach them and you can't relate on a higher level. You are beautiful and any man would be lucky to have you.	NOT	NULL	NULL
37252	@USER Antifa is a terrorist organization	OFF	TIN	OTH
93975	@USER  @USER  @USER   WE THE PEOPLE DEMAND AN INVESTIGATION OF        keith ellison!! #MAGA URL	NOT	NULL	NULL
52155	"@USER @USER @USER @USER @USER Also.  These antifa"" and from hence shall be referred to as anqueefa by mesel.  They pretty much all live with Mommy.  In the basement which is why they wear masks.  Then mommy can't ground em"""	NOT	NULL	NULL
47735	@USER And the most insignificant comment comes from a Miss America contestant.	NOT	NULL	NULL
30961	@USER you are very generous. &lt;3	NOT	NULL	NULL
87589	Along with Occupy Wall St and ANTIFA URL	NOT	NULL	NULL
87838	@USER And there I was thinking I couldn't like you any more than I already did... Brilliant. 😀❤️💉❤️😀	NOT	NULL	NULL
85538	@USER @USER She doesn’t remember her clothes or his clothes or the house or how she got there or what songs they were playing or what exact date. This is nothing but weaponizing me too with false accusations for ulterior motives. But if Fiberals can defend #antifa terrorists this is nothing.	OFF	TIN	IND
50398	@USER Love it! He's giving you a heads up that he is the most important living creature in a 10 mile radius !!🐾🤣	NOT	NULL	NULL
97195	@USER @USER Awwh thank alooot Bhabi you are so sweet love you 😍😘😘	NOT	NULL	NULL
45319	@USER But he is right..the deaths caused by the hurricane was vastly overrated. I googled it.	NOT	NULL	NULL
15823	"@USER i bet he is sayin wat his daddy says most... Don't start me baby""😂😂😂"""	OFF	TIN	IND
57229	@USER Haven't watched it in years.  #NoNFLZoneHome @USER #QAnon #MAGA.	NOT	NULL	NULL
14541	@USER @USER Wait what??? The conservatives actually showed a little sign of respect?  That’s a first.	NOT	NULL	NULL
23507	@USER @USER Democrats only care about this crap when it furthers their mission: To destroy conservatives.	OFF	TIN	OTH
97626	@USER @USER @USER @USER Conservatives: Always dying on the wrong hill.	NOT	NULL	NULL
77343	@USER You bet it has. England is doomed. Liberals everywhere are destroying our lives by collaborating with Muslims. The Royal Family bloodline mixes with Muslims going way back.  Do you think this is an accident?  Read this:  URL	OFF	TIN	GRP
81757	@USER @USER @USER If you are being led by the spirit why didn't you 10 deliver him from that spirit?	NOT	NULL	NULL
61740	@USER he needs shielding from his nana too.	NOT	NULL	NULL
78194	@USER No gun control people can ever explain the logic of any gun law or any weapon restriction. Always just blanket statements for the sheep to follow #2A #CruzCrew #TX #Florida #VoteRedToSaveTexas #VoteRedToSaveFlorida	NOT	NULL	NULL
92809	@USER Heck yeah. And also she IS cool	NOT	NULL	NULL
44550	@USER @USER middle class voted &amp; continue to support our @USER that u demoralize daily bcuz we do not like direction our country has been heading. It continues when u take a BLIND EYE to hate &amp; violence spewed from ANTIFA &amp;  illegals who disregard our laws.	NOT	NULL	NULL
